GEO/TIME;Costa Rica;Lithuania;Colombia;Greece;France;Sweden;Chile;New Zealand;Switzerland;Ireland;Austria;Italy;Portugal;Luxembourg;Germany (until 1990 former territory of the FRG);Poland;Czechia;Latvia;European Union - 27 countries (from 2020);Saudi Arabia;Euro area - 19 countries  (from 2015);China including Hong Kong;South Africa;Indonesia;India;Turkey;Israel;Belgium;Mexico;Slovakia;United States;Netherlands;Brazil;Finland;Slovenia;Canada;Hungary;Norway;Japan;Spain;Denmark;Estonia;United Kingdom;Iceland;Australia;South Korea;Romania;Bulgaria;Russia;Argentina;;;European Union - 28 countries (2013-2020);Croatia;Cyprus;Malta;Montenegro;North Macedonia;Albania;Serbia;Belarus;Bosnia and Herzegovina;Kosovo (under United Nations Security Council Resolution 1244/99);Moldova;Ukraine;Kenya;Mauritius;Rwanda;Seychelles;Algeria;Egypt;Morocco;Botswana;Namibia;Cabo Verde;Nigeria;Dominican Republic;Jamaica;El Salvador;Guatemala;Honduras;Nicaragua;Bolivia;Ecuador;Paraguay;Peru;Uruguay;Kyrgyzstan;Hong Kong;Macao;Mongolia;;Sri Lanka;Brunei Darussalam;Cambodia;Malaysia;Philippines;Singapore;Thailand;Armenia;Azerbaijan;Georgia;Palestine;;Samoa
1975Q1; ; ; ; ;56831; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;391688; ; ; ; ;39215; ; ; ; ; ; ;24785; ;16991;2007600; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11 914,00; ; ;; ; ; ; ; ;3209.4; ; ; ; ; ;; 
1975Q2; ; ; ; ;58102; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;414253; ; ; ; ;42101; ; ; ; ; ; ;26323; ;18390;2766000; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11 831,00; ; ;; ; ; ; ;56 789,00;3 307,00; ; ; ; ; ;; 
1975Q3; ; ; ; ;59786; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;423323; ; ; ; ;49399; ; ; ; ; ; ;27928; ;19059;2666300; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13 010,00; ; ;; ; ; ; ; ;3519.3; ; ; ; ; ;; 
1975Q4; ; ; ; ;61921; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;455641; ; ; ; ;47330; ; ; ; ; ; ;30238; ;22557;3103700; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12 833,00; ; ;; ; ; ; ;57 932,00;3 693,00; ; ; ; ; ;; 
1976Q1; ; ; ; ;64355; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;441178; ; ; ; ;46263; ; ; ; ; ; ;30153; ;20050;2806700; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14 890,00; ; ;; ; ; ; ; ;3545.1; ; ; ; ; ;; 
1976Q2; ; ; ; ;67306; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;465343; ; ; ; ;50134; ; ; ; ; ; ;30954; ;21667;3820400; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14 721,00; ; ;; ; ; ; ;64 194,00;3620.2; ; ; ; ; ;; 
1976Q3; ; ; ; ;69803; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;466535; ; ; ; ;56115; ; ; ; ; ; ;32710; ;22918;3704300; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16 650,00; ; ;; ; ; ; ; ;3846.5; ; ; ; ; ;; 
1976Q4; ; ; ; ;71948; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;500358; ; ; ; ;53495; ; ; ; ; ; ;35633; ;25789;4141400; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16 896,00; ; ;; ; ; ; ;68 956,00;3991.6; ; ; ; ; ;; 
1977Q1; ; ; ; ;73737; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;481996; ; ; ; ;52280; ; ; ; ; ; ;34845; ;22898;3569800; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17 492,00; ; ;; ; ; ; ; ;3873.5; ; ; ; ; ;; 
1977Q2; ; ; ; ;75859; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;515010; ; ; ; ;54826; ; ; ; ; ; ;36588; ;24581;4675000; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17 111,00; ; ;; ; ; ; ;76 909,00;3963.1; ; ; ; ; ;; 
1977Q3; ; ; ; ;78028; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;526844; ; ; ; ;61445; ; ; ; ; ; ;38299; ;25401;4770100; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;19 151,00; ; ;; ; ; ; ; ;4172.4; ; ; ; ; ;; 
1977Q4; ; ; ; ;80070; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;557979; ; ; ; ;59028; ; ; ; ; ; ;41083; ;27779;5593200; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;19 529,00; ; ;; ; ; ; ;78 722,00;4344.2; ; ; ; ; ;; 
1978Q1; ; ; ; ;82455; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;534990; ; ; ; ;57359; ;56578; ; ; ; ;40704; ;24930;4813000; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20 310,00; ; ;; ; ; ; ; ;4284.1; ; ; ; ; ;; 
1978Q2; ; ; ; ;85916; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;583171; ; ; ; ;60992; ;60205; ; ; ; ;42595; ;26929;6327100; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20 643,00; ; ;; ; ; ; ;87 233,00;4376.8; ; ; ; ; ;; 
1978Q3; ; ; ; ;89229; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;596032; ; ; ; ;68066; ;62611; ; ; ; ;44574; ;27776;6549600; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;21 683,00; ; ;; ; ; ; ; ;4695.8; ; ; ; ; ;; 
1978Q4; ; ; ; ;92030; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;637402; ; ; ; ;65627; ;64494; ; ; ; ;47289; ;31442;7464700; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23 146,00; ; ;; ; ; ; ;91 370,00;4980.7; ; ; ; ; ;; 
1979Q1; ; ; ; ;95360; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;618499; ; ; ; ;64721; ;63250; ; ; ; ;46344; ;29137;6615100; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;24 852,00; ; ;; ; ; ; ; ;4768.5; ; ; ; ; ;; 
1979Q2; ; ; ; ;97864; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;648326; ; ; ; ;70171; ;65487; ; ; ; ;50000; ;30375;8219900; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;26 794,00; ; ;; ; ; ; ;105 000,00;5061.6; ; ; ; ; ;; 
1979Q3; ; ; ; ;101532; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;658706; ; ; ; ;77378; ;68630; ; ; ; ;53520; ;31602;8364500; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;29 375,00; ; ;; ; ; ; ; ;5461.2; ; ; ; ; ;; 
1979Q4; ; ; ; ;104672; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;701800; ; ; ; ;75304; ;71700; ; ; ; ;57430; ;36368;9202800; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;31 669,00; ; ;; ; ; ; ;115 477,00;5849.9; ; ; ; ; ;; 
1980Q1; ; ; ; ;108410; ; ; ;48677.3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;683564; ; ; ; ;74144; ;77075; ; ; ; ;57154; ;32395;8266600; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;31 753,00; ; ;; ; ; ; ; ;6017.1; ; ; ; ; ;; 
1980Q2; ; ; ; ;113124; ; ; ;50828.8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;698570; ; ; ; ;77602; ;78466; ; ; ; ;58794; ;34221;10020700; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;34 829,00; ; ;; ; ; ; ;126 742,00;6246.6; ; ; ; ; ;; 
1980Q3; ; ; ; ;111216; ; ; ;51170.5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;707671; ; ; ; ;86282; ;79062; ; ; ; ;61970; ;35915;10342300; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;38 021,00; ; ;; ; ; ; ; ;6617.9; ; ; ; ; ;; 
1980Q4; ; ; ; ;119021; ; ; ;54866.3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767505; ; ; ; ;84720; ;83676; ; ; ; ;65180; ;41288;11095500; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;39 017,00; ; ;; ; ; ; ;139 266,00;6 988,00; ; ; ; ; ;; 
1981Q1; ; ; ; ;120540; ; ; ;51347.9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;758799; ; ; ; ;84538; ;87555; ; ; ; ;63697; ;35886;10293000; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;39 376,00; ; ;; ; ; ; ;76311.7;6974.4; ; ; ; ; ;; 
1981Q2; ; ; ; ;126200; ; ; ;54570.5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;791530; ; ; ; ;89420; ;90815; ; ; ; ;65268; ;39240;12496200; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;41 166,00; ; ;; ; ; ; ;80250.9;7298.3; ; ; ; ; ;; 
1981Q3; ; ; ; ;125106; ; ; ;55268.9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;811659; ; ; ; ;99242; ;92204; ; ; ; ;67943; ;41573;12950000; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;44 885,00; ; ;; ; ; ; ;75 709,00;7845.2; ; ; ; ; ;; 
1981Q4; ; ; ; ;138138; ; ; ;59469.4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;845052; ; ; ; ;95158; ;94439; ; ; ; ;72176; ;47917;13930600; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;48 150,00; ; ;; ; ; ; ;87659.3;8234.1; ; ; ; ; ;; 
1982Q1; ; ; ; ;140608; ; ; ;55599; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;803715; ; ; ; ;91630; ;97376; ; ; ; ;70779; ;41248;12390400; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;45 698,00; ; ;; ; ; ; ;84856.1;8064.3; ; ; ; ; ;; 
1982Q2; ; ; ; ;147243; ; ; ;58258.8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;831458; ; ; ; ;94040; ;98082; ; ; ; ;71756; ;45085;14369100; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;46 641,00; ; ;; ; ; ; ;90301.6;8 199,00; ; ; ; ; ;; 
1982Q3; ; ; ; ;143459; ; ; ;58191.9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;834528; ; ; ; ;103417; ;102193; ; ; ; ;74192; ;46081;14768400; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;51 474,00; ; ;; ; ; ; ;84 629,00;8617.1; ; ; ; ; ;; 
1982Q4; ; ; ; ;154680; ; ; ;61719.2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;874081; ; ; ; ;99094; ;106674; ; ; ; ;78085; ;51415;15758700; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;52 192,00; ; ;; ; ; ; ;100652.6;9100.8; ; ; ; ; ;; 
1983Q1; ; ; ; ;156307; ; ; ;57891; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;850380; ; ; ; ;96806; ;107348; ; ; ; ;77655; ;44387;14920000; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;48 061,00; ; ;; ; ; ; ;97 142,00;8 816,00; ; ; ; ; ;; 
1983Q2; ; ; ; ;162571; ; ; ;59578; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;895388; ; ; ; ;101460; ;110565; ; ; ; ;77774; ;47491;16816900; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;51 113,00; ; ;; ; ; ; ;105446.1;9329.5; ; ; ; ; ;; 
1983Q3; ; ; ; ;159724; ; ; ;59701.6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;916516; ; ; ; ;113010; ;113067; ; ; ; ;81695; ;49762;17844900; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;56 989,00; ; ;; ; ; ; ;97350.7;9797.8; ; ; ; ; ;; 
1983Q4; ; ; ; ;171911; ; ; ;63660.7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;971755; ; ; ; ;110040; ;118676; ; ; ; ;85876; ;57479;18498300; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;61 119,00; ; ;; ; ; ; ;119668.2;10114.7; ; ; ; ; ;; 
1984Q1; ; ; ; ;172881; ; ; ;61096.2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;962905; ; ; ; ;107443; ;121822; ; ; ; ;83893; ;51684;17255300; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;58 936,00; ; ;; ; ; ; ;134329.1;9 931,00; ; ; ; ; ;; 
1984Q2; ; ; ; ;176366; ; ; ;63640.3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1002687; ; ; ; ;112075; ;121779; ; ; ; ;83063; ;54720;19441000; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;63 922,00; ; ;; ; ; ; ;149348.7;10225.8; ; ; ; ; ;; 
1984Q3; ; ; ; ;173186; ; ; ;64293.6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1011924; ; ; ; ;122679; ;128713; ; ; ; ;86844; ;55573;20760800; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;69 741,00; ; ;; ; ; ; ;142093.6;10668.8; ; ; ; ; ;; 
1984Q4; ; ; ; ;184596; ; ; ;68373.3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1060096; ; ; ; ;119789; ;134172; ; ; ; ;93148; ;62778;21134200; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;69 393,00; ; ;; ; ; ; ;170876.6;10904.8; ; ; ; ; ;; 
1985Q1; ; ; ; ;183771; ; ; ;64996.1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1033006; ; ; ; ;116619; ;135656; ; ; ; ;91443; ;56100;19225700; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;67 354,00; ; ;; ; ; ; ;156 964,00;10440.2; ; ; ; ; ;; 
1985Q2; ; ; ; ;189099; ; ; ;67867; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1073981; ; ; ; ;120368; ;132539; ; ; ; ;92009; ;60824;21604700; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;67 087,00; ; ;; ; ; ; ;166722.2;10180.7; ; ; ; ; ;; 
1985Q3; ; ; ; ;186431; ; ; ;67691.9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1090905; ; ; ; ;132712; ;143076; ; ; ; ;96331; ;62784;23186600; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;71 300,00; ; ;; ; ; ; ;148480.5;10219.9; ; ; ; ; ;; 
1985Q4; ; ; ; ;198387; ; ; ;72364; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1141088; ; ; ; ;130328; ;151131; ; ; ; ;101469; ;69715;24112700; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0.1; ; ;72 386,00; ; ;; ; ; ; ;178373.5;10 022,00; ; ; ; ; ;; 
1986Q1; ; ; ; ;197925; ; ; ;68302.8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1104498; ; ; ; ;124766; ;142184; ; ; ; ;99829; ;62303;22516700; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0.1; ; ;70 571,00; ; ;; ; ; ; ;162291.3;9 769,00; ; ; ; ; ;; 
1986Q2; ; ; ; ;204239; ; ; ;71965.9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1138030; ; ; ; ;127948; ;139806; ; ; ; ;99032; ;65756;25054200; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0.1; ; ;74 616,00; ; ;; ; ; ; ;176228.2;9961.4; ; ; ; ; ;; 
1986Q3; ; ; ; ;200515; ; ; ;71331.7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1148813; ; ; ; ;138805; ;143418; ; ; ; ;102377; ;67811;27045100; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0.1; ; ;85 058,00; ; ;; ; ; ; ;163 641,00;10 288,00; ; ; ; ; ;; 
1986Q4; ; ; ; ;211917; ; ; ;74827.2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1188288; ; ; ; ;135111; ;156505; ; ; ; ;109073; ;75541;28369900; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0.1; ; ;90 281,00; ; ;; ; ; ; ;190691.9;10874.3; ; ; ; ; ;; 
1987Q1; ; ; ; ;207721; ; ; ;70372.7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1148876; ; ; ; ;133185; ;154214; ; ; ; ;107732; ;68751;26475000; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0.1; ; ;86 263,00; ; ;; ; ; ; ;175245.6;10427.3; ; ; ; ; ;; 
1987Q2; ; ; ; ;213159; ; ;15528;73530.7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1205023; ; ; ; ;139745; ;154626; ; ; ; ;108856; ;73951;29808600; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0.1; ; ;91 874,00; ; ;; ; ; ; ;192890.2;10982.5; ; ; ; ; ;; 
1987Q3; ; ; ; ;209666; ; ;15790;74334.7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1218373; ; ; ; ;151421; ;157118; ; ; ; ;116802; ;77398;31447900; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0.2; ; ;107 442,00; ; ;; ; ; ; ;190706.4;11725.2; ; ; ; ; ;; 
1987Q4; ; ; ; ;225437; ; ;16979;79112.9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1282952; ; ; ; ;149985; ;168917; ; ; ; ;122575; ;85225;33966300; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0.2; ; ;109 192,00; ; ;; ; ; ; ;218440.9;12414.5; ; ; ; ; ;; 
1988Q1; ; ; ; ;224176; ; ;16870;75076.2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1236534; ; ; ; ;148063; ;165678; ; ; ; ;121601; ;78487;32844300; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0.2; ; ;102 429,00; ; ;; ; ; ; ;205057.4;12109.6; ; ; ; ; ;; 
1988Q2; ; ; ; ;230832; ; ;16513;77487.5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1297399; ; ; ; ;153318; ;163282; ; ; ; ;123357; ;83162;35040900; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0.4; ; ;109 030,00; ; ;; ; ; ; ;222909.8;12854.7; ; ; ; ; ;; 
1988Q3; ; ; ; ;227355; ; ;17384;78821.2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1319724; ; ; ; ;163615; ;163053; ; ; ; ;129557; ;87237;37510900; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0.9; ; ;124 467,00; ; ;; ; ; ; ;218393.8;13 803,00; ; ; ; ; ;; 
1988Q4; ; ; ; ;242853; ; ;18511;84281; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1382783; ; ; ; ;161898; ;172071; ; ; ; ;137155; ;96537;40598700; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2.2; ; ;130 151,00; ; ;; ; ; ; ;263 919,00;14 665,00; ; ; ; ; ;; 
1989Q1; ; ; ; ;242728; ; ;18220;80594.1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1346036; ; ; ; ;158215; ;169817; ; ; ; ;135178; ;89010;37066400; ; ; ; ;;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4.7; ; ;120 455,00; ; ;; ; ; ; ;232542.7;13954.6; ; ; ; ; ;; 
